"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2020-93-27/05/2021","02",0,"SA","Motor Cars - Sedan","2008","South",,,,,,"Unknown","Parked","000",,,
"2020-94-27/05/2021","01",0,"SA","Station Wagon","2009","North","Female","049","SA","C ","Full","Not Towing","Stopped on Carriageway","004","5256",,
"2020-94-27/05/2021","02",0,"SA","Motor Cars - Sedan","2003","North","Male","029","SA","HR","Full","Not Towing","Straight Ahead","002","5037",,
"2020-95-27/05/2021","01",4,"SA","Motor Cars - Sedan","2006","West","Male","022","SA","C ","Full","Not Towing","Straight Ahead","005","5352",,
"2020-95-27/05/2021","02",2,"SA","Station Wagon","2011","South East","Male","075","SA","C ","Full","Not Towing","Straight Ahead","002","5575",,
"2020-96-27/05/2021","01",1,"SA","Motor Cars - Sedan","2010","South West","Female","046","SA","C ","Full","Not Towing","Right Turn","001","5008",,
"2020-96-27/05/2021","02",1,"SA","Station Wagon","2010","South East","Female","049","SA","C ","Full","Not Towing","Straight Ahead","001","5109",,
"2020-97-27/05/2021","01",1,"VIC","Motor Cars - Sedan","1994","East","Female","024","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2020-97-27/05/2021","02",0,,"Tree",,,,,,,,,,,,,
"2020-98-27/05/2021","01",0,"SA","Station Wagon","2016","South West","Male","054","SA","HR","Full","Trailer","Straight Ahead","002","5725",,
"2020-98-27/05/2021","02",1,"SA","Motor Cars - Sedan","2008","South West","Male","039","SA","C ","Full","Not Towing","Straight Ahead","001","5075",,
"2020-98-27/05/2021","03",0,"QLD","Motor Cars - Sedan","2012","South West","Male","023","SA","C ","Full","Not Towing","Straight Ahead","001","5107",,
"2020-99-27/05/2021","01",0,"SA","Motor Cars - Sedan","2016","North East","Female","023","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5290",,
"2020-99-27/05/2021","02",0,"SA","Utility","2004","South East","Male","022","SA","C ","Full","Not Towing","Straight Ahead","001","5291",,
"2020-100-27/05/2021","01",1,"SA","Motor Cars - Sedan","2008","South","Male","034","SA","C ","Full","Not Towing","Swerving","001","5212",,
"2020-100-27/05/2021","02",0,"SA","Motor Cars - Sedan","2012","South","Male","047","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5033",,
"2020-100-27/05/2021","03",0,"SA","Motor Cars - Sedan","2012","South","Female","053","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5014",,
"2020-101-27/05/2021","01",0,"SA","Motor Cars - Sedan","1999","East","Female","021","SA","C ","Full","Not Towing","Straight Ahead","001","5290",,
"2020-101-27/05/2021","02",0,,"Animal - Domestic - Not Ridden",,,,,,,,,,,,,
"2020-102-27/05/2021","01",0,"SA","Motor Cars - Sedan","1997","South East","Unknown","XXX","SA","C ","Full","Not Towing","Straight Ahead","002","5031",,
"2020-102-27/05/2021","02",0,"SA","Station Wagon","2003","South East","Female","041","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5162",,
"2020-102-27/05/2021","03",0,"SA","Utility","2015","South East","Male","047","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5127",,
"2020-103-27/05/2021","01",0,"SA","Station Wagon","2003","South West","Male","029","SA","C ","Full","Not Towing","Straight Ahead","002","5066",,
"2020-103-27/05/2021","02",0,"WA","Panel Van","1998","North East","Female","022","SA","C ","Unlicenced","Not Towing","Straight Ahead","001","5000",,
"2020-104-27/05/2021","01",1,"SA","Motor Cars - Sedan","2014","South","Female","024","SA","C ","Full","Not Towing","Straight Ahead","001","5000",,
"2020-104-27/05/2021","02",2,"SA","Station Wagon","2015","North","Male","061","SA","C ","Full","Not Towing","Right Turn","002","5069",,
"2020-105-27/05/2021","01",1,"VIC","Motor Cycle","1997","North East","Male","057","VIC","C R ","Full","Not Towing","Left Turn","001","3167","Y",
"2020-106-27/05/2021","01",1,"SA","Station Wagon","2007","South","Male","054","SA","C ","Full","Not Towing","Straight Ahead","001","5114",,
"2020-106-27/05/2021","02",0,,"Guard Rail",,,,,,,,,,,,,
"2020-107-27/05/2021","01",0,"SA","Station Wagon","2005","North West","Male","034","SA","C ","Full","Not Towing","Swerving","005","5723","Y",
"2020-107-27/05/2021","02",0,,"Animal - Wild",,,,,,,,,,,,,
"2020-108-27/05/2021","01",1,"SA","Station Wagon","2018","North West","Male","027","SA","C ","Full","Not Towing","Straight Ahead","002","5223",,
"2020-108-27/05/2021","02",0,"VIC","Station Wagon","2016","South East","Female","048","UNKNOWN","XX","Unknown","Not Towing","Entering Private Driveway","001","XXXX",,
"2020-108-27/05/2021","03",0,"SA","Panel Van","2005","South East","Male","035","SA","C ","Full","Not Towing","Straight Ahead","002","5061",,
"2020-109-27/05/2021","01",0,"VIC","Panel Van","2001","East","Unknown","065","VIC","HR","Full","Not Towing","Straight Ahead","002","3196",,
"2020-109-27/05/2021","02",0,"VIC","Motor Cars - Sedan","2019","West","Male","027","UNKNOWN","C ","Full","Not Towing","Straight Ahead","002","XXXX",,
"2020-110-27/05/2021","01",1,"SA","Station Wagon","2004","North West","Male","041","SA","C ","Learners","Not Towing","Straight Ahead","001","5107",,
"2020-110-27/05/2021","02",0,"SA","Station Wagon","2011","South East","Male","040","SA","C ","Full","Not Towing","Straight Ahead","001","5035",,
"2020-110-27/05/2021","03",1,"SA","Motor Cars - Sedan","1998","South East","Male","022","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5097",,
"2020-111-27/05/2021","01",0,"SA","Motor Cars - Sedan","2003","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2020-111-27/05/2021","02",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2020-111-27/05/2021","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2020-112-27/05/2021","01",0,"SA","Motor Cars - Sedan","1989","East","Male","023","SA","C ","Full","Not Towing","Right Turn","001","XXXX",,
"2020-112-27/05/2021","02",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2020-113-27/05/2021","01",0,"SA","Motor Cars - Sedan","2019","North East","Female","038","SA","C ","Full","Not Towing","Straight Ahead","001","5042",,
"2020-114-27/05/2021","01",0,"SA","Station Wagon","2016","East","Male","053","SA","HR","Full","Not Towing","Right Turn","001","5108",,
"2020-114-27/05/2021","02",0,"SA","Utility","2014","West","Male","044","SA","C ","Full","Not Towing","Straight Ahead","002","5118",,
"2020-115-27/05/2021","01",0,"SA","Motor Cars - Sedan","2010","South East","Female","030","SA","C ","Full","Not Towing","Straight Ahead","001","5290",,
"2020-115-27/05/2021","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South East",,,,,,"Unknown","Parked","000",,,
"2020-116-27/05/2021","01",0,"SA","Motor Cars - Sedan","2018","North West","Female","051","SA","C ","Full","Not Towing","Straight Ahead","001","5214",,
"2020-116-27/05/2021","02",0,,"Animal - Wild",,,,,,,,,,,,,
"2020-117-27/05/2021","01",0,"SA","Station Wagon","2001","North","Male","077","SA","C ","Full","Not Towing","Right Turn","001","5043",,
"2020-117-27/05/2021","02",0,"SA","Station Wagon","2014","West","Female","043","SA","C ","Full","Not Towing","Straight Ahead","002","5052",,
"2020-118-27/05/2021","01",0,"SA","OMNIBUS","2019","North East","Male","044","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5024",,
"2020-118-27/05/2021","02",0,"SA","Station Wagon","2015","North East","Female","036","SA","C ","Full","Not Towing","U Turn","001","5082",,
"2020-119-27/05/2021","01",0,"SA","Station Wagon","2017","South West","Female","029","SA","C ","Full","Not Towing","Right Turn","001","5064",,
"2020-119-27/05/2021","02",0,"SA","Station Wagon","2005","North East","Female","038","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","002","5038",,
"2020-120-27/05/2021","01",2,"SA","Taxi Cab","2011","North West","Male","023","SA","C ","Full","Not Towing","Straight Ahead","003","5069",,
"2020-120-27/05/2021","02",1,"SA","Motor Cars - Sedan","2015","South West","Female","051","SA","C ","Full","Not Towing","Straight Ahead","001","5013",,
"2020-121-27/05/2021","01",1,"SA","Motor Cars - Sedan","1994","East","Female","087","SA","C ","Full","Not Towing","Right Turn","001","5062",,
"2020-121-27/05/2021","02",0,"SA","Utility","2003","North","Male","020","SA","C ","Provisional 2","Trailer","Straight Ahead","002","5045",,
"2020-122-27/05/2021","01",0,"SA","Station Wagon","2008","South West","Female","067","SA","C ","Full","Not Towing","Right Turn","003","5016",,
"2020-122-27/05/2021","02",0,"SA","Motor Cars - Sedan","2012","South East","Male","059","SA","C ","Full","Not Towing","Straight Ahead","001","5012",,
"2020-123-27/05/2021","01",0,"SA","Motor Cars - Sedan","2003","West","Female","064","SA","C ","Full","Not Towing","Straight Ahead","001","5097",,
"2020-123-27/05/2021","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2020-124-27/05/2021","01",0,"SA","Utility","2007","North","Male","020","SA","C ","Full","Not Towing","Straight Ahead","001","5067",,
"2020-124-27/05/2021","02",0,"SA","Motor Cars - Sedan","2011","North","Male","022","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5008",,
"2020-125-27/05/2021","01",0,"SA","Motor Cars - Sedan","2003","North West","Male","061","SA","C ","Full","Not Towing","Straight Ahead","001","5112",,
"2020-125-27/05/2021","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Right Turn","001","XXXX",,
"2020-126-27/05/2021","01",0,"SA","Motor Cars - Sedan","2012","North East","Female","073","SA","C ","Full","Not Towing","Straight Ahead","001","5204",,
"2020-126-27/05/2021","02",0,,"Sign Post",,,,,,,,,,,,,
"2020-126-27/05/2021","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2020-127-27/05/2021","01",0,"SA","Motor Cars - Sedan","2015","North","Female","049","SA","C ","Full","Not Towing","Straight Ahead","001","5251",,
"2020-127-27/05/2021","02",0,"SA","Motor Cars - Sedan","2003","South","Unknown","XXX","SA","C ","Full","Not Towing","Right Turn","002","5061",,
"2020-128-27/05/2021","01",0,"SA","Station Wagon","2012","North East","Female","051","SA","C ","Full","Not Towing","Straight Ahead","003","5087",,
"2020-128-27/05/2021","02",0,"SA","Motor Cars - Sedan","2015","South East","Male","059","SA","C ","Full","Not Towing","Straight Ahead","001","5110",,
"2020-129-27/05/2021","01",1,"SA","Motor Cars - Sedan","1998","North West","Female","075","SA","C ","Full","Not Towing","Right Turn","001","5008",,
"2020-129-27/05/2021","02",1,"SA","Motor Cars - Sedan","2011","South","Male","036","SA","C ","Full","Not Towing","Straight Ahead","001","5168",,
"2020-130-27/05/2021","01",0,"QLD","Panel Van","2003","North West","Male","XXX","O/S","C ","Full","Not Towing","Left Turn","002","XXXX",,
"2020-130-27/05/2021","02",0,"WA","SEMI TRAILER","2014","South West","Male","068","SA","MC","Full","Trailer","Straight Ahead","001","5107",,
"2020-131-27/05/2021","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2009","North","Male","025","SA","MR","Full","Not Towing","Straight Ahead","001","5251",,
"2020-131-27/05/2021","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North",,,,,,"Unknown","Parked","000",,,
"2020-132-27/05/2021","01",0,"VIC","RIGID TRUCK LGE GE 4.5T","2014","North West","Male","025","SA","MR","Full","Not Towing","Straight Ahead","001","5351",,
"2020-132-27/05/2021","02",0,"SA","Utility","1982","South West","Male","045","SA","C ","Full","Not Towing","Straight Ahead","001","5013",,
"2020-133-27/05/2021","01",0,"SA","Motor Cars - Sedan","2002","South East","Male","060","SA","HCR ","Full","Not Towing","Straight Ahead","001","5244",,
"2020-133-27/05/2021","02",1,"SA","Motor Cars - Sedan","2010","South West","Female","020","SA","C ","Full","Not Towing","Straight Ahead","001","5008",,
"2020-134-27/05/2021","01",1,"SA","Motor Cars - Sedan","2009","North East","Female","029","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5114",,
"2020-134-27/05/2021","02",0,"SA","Station Wagon","2000","North East","Male","044","SA","HR","Full","Not Towing","Straight Ahead","001","5118",,
"2020-135-27/05/2021","01",0,"SA","Station Wagon","2014","South West","Male","033","SA","C ","Full","Not Towing","Straight Ahead","002","5251",,
"2020-135-27/05/2021","02",0,,"Pedal Cycle",,"North East","Female","XXX",,,,,"Straight Ahead","001","XXXX",,
"2020-136-27/05/2021","01",0,"SA","Motor Cars - Sedan","2014","North","Female","061","SA","C ","Full","Not Towing","Right Turn","001","5158",,
"2020-136-27/05/2021","02",0,"SA","Motor Cars - Sedan","2012","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Right Turn","001","XXXX",,
"2020-137-27/05/2021","01",0,"SA","Motor Cars - Sedan","2002","North East","Male","078","SA","C ","Full","Not Towing","Straight Ahead","001","5311",,
"2020-137-27/05/2021","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East",,,,,,"Unknown","Parked","000",,,
"2020-138-27/05/2021","01",0,"SA","Motor Cars - Sedan","2007","South","Female","XXX","SA","C ","Full","Not Towing","Straight Ahead","001","5048",,
"2020-138-27/05/2021","02",0,"QLD","Motor Cars - Sedan","2016","South","Female","027","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5032",,
"2020-138-27/05/2021","03",0,"NSW","Motor Cars - Sedan","XXXX","South","Male","042","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5165",,
"2020-139-27/05/2021","01",0,"SA","Motor Cars - Sedan","2002","North East","Male","021","SA","C ","Provisional 2","Not Towing","Entering Private Driveway","001","5097",,
"2020-139-27/05/2021","02",0,"SA","Motor Cars - Sedan","1990","North East","Male","021","SA","C ","Full","Not Towing","Straight Ahead","001","5017",,
"2020-140-27/05/2021","01",2,"SA","Station Wagon","2019","South West","Male","020","SA","C ","Provisional 2","Not Towing","Left Turn","002","5007",,
"2020-140-27/05/2021","02",0,,"Tree",,,,,,,,,,,,,
"2020-141-27/05/2021","01",0,"SA","Station Wagon","2009","North East","Female","053","SA","C ","Full","Not Towing","Right Turn","001","5068",,
"2020-141-27/05/2021","02",0,"SA","Motor Cycle","2015","North West","Male","025","SA","C R ","Full","Not Towing","U Turn","001","5011",,
"2020-142-27/05/2021","01",0,"VIC","Station Wagon","XXXX","South","Female","047","NT","C ","Full","Not Towing","Straight Ahead","002","0810",,
"2020-142-27/05/2021","02",1,"SA","Station Wagon","2012","West","Male","053","SA","C ","Full","Not Towing","Right Turn","001","5046",,
"2020-143-27/05/2021","01",1,"SA","Motor Cycle","2016","West","Male","031","SA","C R ","Full","Not Towing","Straight Ahead","001","5066","Y",
"2020-144-27/05/2021","01",1,"SA","Motor Cars - Sedan","2003","South West","Male","068","SA","C R ","Full","Not Towing","Straight Ahead","001","5107",,
"2020-144-27/05/2021","02",0,"SA","Utility","2013","South West",,,,,,"Trailer","Parked","000",,,
"2020-145-27/05/2021","01",1,"SA","Utility","2018","South East","Male","033","SA","C ","Full","Not Towing","Straight Ahead","001","5009",,
"2020-145-27/05/2021","02",0,"SA","Utility","2018","South East","Male","045","SA","C ","Full","Not Towing","Straight Ahead","002","5044",,
"2020-146-27/05/2021","01",0,"SA","Other Defined Special Vehicle","2016","East","Male","XXX","SA","HR","Full","Not Towing","Straight Ahead","001","5007",,
"2020-146-27/05/2021","02",0,"SA","Motor Cars - Sedan","1996","East","Female","074","SA","C ","Full","Not Towing","U Turn","001","5083",,
"2020-147-27/05/2021","01",0,"SA","RIGID TRUCK LGE GE 4.5T","1990","East","Male","045","SA","HCR ","Full","Not Towing","Straight Ahead","001","5118",,
"2020-147-27/05/2021","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2020-148-27/05/2021","01",0,"SA","Scooter","2006","North","Female","060","SA","C ","Unlicenced","Not Towing","Straight Ahead","001","5011",,
"2020-148-27/05/2021","02",0,"SA","Motor Cars - Sedan","2007","North","Male","062","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5012",,
"2020-149-27/05/2021","01",3,"SA","Station Wagon","2006","South","Female","039","SA","C ","Full","Not Towing","Right Turn","003","5112",,
"2020-149-27/05/2021","02",1,"SA","Utility","2015","North","Male","033","SA","C ","Full","Not Towing","Straight Ahead","001","5014",,
"2020-150-27/05/2021","01",0,"SA","Motor Cars - Sedan","2013","South East","Female","025","SA","C ","Full","Not Towing","Straight Ahead","001","5065",,
"2020-150-27/05/2021","02",0,"SA","Motor Cars - Sedan","2002","North East","Female","018","SA","C ","Provisional 1 ","Not Towing","Right Turn","001","5069",,
"2020-151-27/05/2021","01",0,"SA","Station Wagon","2005","West","Unknown","XXX","SA","C ","Full","Not Towing","Right Turn","001","5158",,
"2020-151-27/05/2021","02",0,"SA","Motor Cars - Sedan","1997","East","Male","070","SA","C ","Full","Not Towing","Straight Ahead","001","5022",,
"2020-152-27/05/2021","01",0,"SA","Station Wagon","2003","North East","Female","020","SA","C ","Provisional 2","Not Towing","Stopped on Carriageway","001","5108",,
"2020-152-27/05/2021","02",0,"SA","Station Wagon","2009","North East","Female","069","SA","C ","Full","Not Towing","Straight Ahead","001","5112",,
"2020-153-27/05/2021","01",0,"SA","Motor Cars - Sedan","2007","South West","Female","024","SA","C ","Full","Not Towing","Straight Ahead","001","5115",,
"2020-153-27/05/2021","02",0,"SA","Other Defined Special Vehicle","2012","South West","Male","041","SA","MR","Full","Not Towing","Straight Ahead","001","5115",,
"2020-154-27/05/2021","01",0,"SA","Motor Cars - Sedan","2017","East","Unknown","XXX","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5084",,
"2020-154-27/05/2021","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2019","East","Male","027","SA","HC","Full","Not Towing","Left Turn","001","5085",,
"2020-155-27/05/2021","01",0,"SA","Utility","2018","South West","Male","022","SA","C ","Full","Not Towing","Straight Ahead","001","5118",,
"2020-155-27/05/2021","02",0,,"Tree",,,,,,,,,,,,,
"2020-156-27/05/2021","01",1,"WA","Station Wagon","1999","North West","Female","023","O/S","C ","Full","Not Towing","Straight Ahead","001","5680","Y",
"2020-157-27/05/2021","01",0,"SA","Station Wagon","2012","North","Female","046","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5159",,
